Date,Price,High,Low,Open,Volume
17/2/1995,0.315924108,0.319641471,0.315924108,0.318712335,121788800
21/2/1995,0.304773629,0.317782275,0.303844518,0.316853164,301582400
22/2/1995,0.303379983,0.304773674,0.298269772,0.301986291,293417600
23/2/1995,0.298734426,0.311278497,0.297340735,0.30570373,314708800
24/2/1995,0.28990677,0.300128035,0.286190251,0.298269763,568814400
27/2/1995,0.284332037,0.289906804,0.283286334,0.284332037,268811200
28/2/1995,0.293624192,0.296411576,0.28247379,0.286190309,222969600
1/3/1995,0.297340721,0.298269832,0.293043078,0.295482449,224448000
2/3/1995,0.297340721,0.302915488,0.295482449,0.298269832,268744000
3/3/1995,0.299198955,0.302450919,0.293624188,0.295482436,145768000
6/3/1995,0.295482457,0.297340729,0.293624209,0.295482457,132720000
7/3/1995,0.284796596,0.296411553,0.28433204,0.296411553,150785600
8/3/1995,0.294088721,0.298269796,0.280615516,0.28804853,364873600
9/3/1995,0.295482457,0.300128113,0.292695073,0.296411593,196683200
10/3/1995,0.293624192,0.300128096,0.292695056,0.294553304,137412800
13/3/1995,0.28340292,0.294553298,0.282473784,0.294553298,325752000
14/3/1995,0.260173023,0.284332077,0.256456503,0.284332077,727865600
15/3/1995,0.260173023,0.269465154,0.259243887,0.263889543,730968000
16/3/1995,0.262031287,0.267606923,0.260173039,0.262031287,316736000
17/3/1995,0.2611022,0.263889584,0.259243927,0.263889584,215644800
20/3/1995,0.262031287,0.264818696,0.260173039,0.261102176,189884800
21/3/1995,0.269465059,0.273181578,0.262031178,0.26388945,305368000
22/3/1995,0.282938421,0.293624271,0.269465211,0.269465211,479147200
23/3/1995,0.275968999,0.282473745,0.274924139,0.281544609,170094400
24/3/1995,0.280615479,0.28154459,0.276898116,0.277827252,128116800
27/3/1995,0.276433557,0.279686339,0.272252458,0.279686339,142800000
28/3/1995,0.255527407,0.270162043,0.253669159,0.269465196,689796800
29/3/1995,0.255527407,0.259243927,0.251810068,0.252739179,496876800
30/3/1995,0.262960374,0.26388951,0.256456471,0.257385607,273414400
31/3/1995,0.262031287,0.264818696,0.258314792,0.261102176,183243200
3/4/1995,0.263889432,0.265747679,0.261102049,0.263889432,154302400
4/4/1995,0.251809925,0.266677661,0.249951653,0.265747682,428198400
5/4/1995,0.258314729,0.258314729,0.250880847,0.253669073,264857600
6/4/1995,0.273181587,0.282473716,0.264121749,0.276898106,722825600
7/4/1995,0.273181587,0.27596897,0.269465069,0.275039834,295724800
10/4/1995,0.27225256,0.275039944,0.268536039,0.274110832,117801600
11/4/1995,0.280615479,0.28154459,0.272252461,0.273181597,214513600
12/4/1995,0.28990677,0.294553244,0.277827258,0.284332004,474712000
13/4/1995,0.284332037,0.291765051,0.281544629,0.291765051,174361600
17/4/1995,0.285261214,0.292695098,0.281544693,0.283402966,208812800
18/4/1995,0.27875632,0.287119337,0.27875632,0.286190201,231134400
19/4/1995,0.270394325,0.278756478,0.264818713,0.278756478,279428800
20/4/1995,0.279686362,0.286190264,0.27225248,0.275968999,329504000
21/4/1995,0.290835917,0.293624144,0.275968997,0.276898133,666624000
24/4/1995,0.28990677,0.294553244,0.286190251,0.28990677,272238400
25/4/1995,0.280615479,0.29269499,0.276898116,0.2908359,273638400
26/4/1995,0.284332037,0.288048532,0.277827291,0.279686381,230440000
27/4/1995,0.281544656,0.286190312,0.280615544,0.286190312,139865600
28/4/1995,0.284332037,0.285261148,0.278756402,0.282473765,195316800
1/5/1995,0.284332037,0.288048532,0.282473765,0.284332037,177956800
2/5/1995,0.28340292,0.285261167,0.27875642,0.284332056,120008000
3/5/1995,0.28340292,0.287119439,0.282473784,0.284332056,168784000
4/5/1995,0.286190301,0.296411568,0.282473782,0.284332054,303643200
5/5/1995,0.288977653,0.290835925,0.283402886,0.288048517,208006400
8/5/1995,0.30105713,0.304773649,0.295482364,0.2964115,386971200
9/5/1995,0.306632876,0.307561988,0.297340745,0.301986376,322929600
10/5/1995,0.308026522,0.311278462,0.302915467,0.308491078,275072000
11/5/1995,0.304773629,0.309420127,0.300127999,0.309420127,523622400
12/5/1995,0.324287206,0.324751787,0.301057283,0.303844692,647953600
15/5/1995,0.324287206,0.325216342,0.315924209,0.320570685,393355200
16/5/1995,0.325216144,0.329861799,0.315924017,0.32057049,332516800
17/5/1995,0.327074409,0.329861816,0.323357915,0.325216162,263144000
18/5/1995,0.322428763,0.328003528,0.321499627,0.328003528,371571200
19/5/1995,0.317782372,0.325216255,0.316853261,0.318712352,322593600
22/5/1995,0.328003675,0.328003675,0.314065887,0.315924159,371884800
23/5/1995,0.326145351,0.32986187,0.323357968,0.328003598,276662400
24/5/1995,0.32335794,0.328932706,0.318712285,0.325216187,264667200
25/5/1995,0.322428763,0.327074392,0.31964138,0.321499627,182862400
26/5/1995,0.318197817,0.32145962,0.314936834,0.320527932,114553600
30/5/1995,0.313073337,0.319596121,0.309346512,0.317731875,196380800
31/5/1995,0.309812427,0.314005122,0.30561891,0.314005122,159532800
1/6/1995,0.314471096,0.316800366,0.311210137,0.312141825,186726400
2/6/1995,0.314004958,0.315868357,0.309346421,0.312141533,105694400
5/6/1995,0.324254721,0.324254721,0.31400511,0.31586851,254654400
6/6/1995,0.327981383,0.33077652,0.324254583,0.32518627,315268800
7/6/1995,0.321459532,0.328913183,0.321459532,0.328913183,124521600
8/6/1995,0.320061982,0.323322963,0.314005066,0.323322963,136136000
9/6/1995,0.324254721,0.326118122,0.321459583,0.325186409,186625600
12/6/1995,0.329263031,0.33170832,0.327049806,0.327981494,212116800
13/6/1995,0.327981383,0.332640765,0.327049695,0.331708207,125944000
14/6/1995,0.325186431,0.327049857,0.323323031,0.327049857,118048000
15/6/1995,0.325186431,0.326118144,0.323323031,0.325186431,92758400
16/6/1995,0.327049822,0.327981509,0.324254708,0.327049822,89208000
19/6/1995,0.330776662,0.337299447,0.324254722,0.327049836,469537600
20/6/1995,0.353139281,0.355934395,0.34288967,0.34288967,738528000
21/6/1995,0.368047297,0.373638368,0.348480639,0.355002576,626012800
22/6/1995,0.366184026,0.369910852,0.3624572,0.365252313,473916800
23/6/1995,0.363388866,0.365252267,0.355934369,0.363388866,231963200
26/6/1995,0.358730286,0.361525399,0.355002615,0.359661999,152779200
27/6/1995,0.345685601,0.359662038,0.345685601,0.353139253,217100800
28/6/1995,0.347548991,0.35407093,0.338231094,0.342889632,266358400
29/6/1995,0.352207571,0.358730357,0.342889673,0.345685632,232556800
30/6/1995,0.346151441,0.356866075,0.343821351,0.352207536,165491200
3/7/1995,0.349878311,0.351275868,0.344753082,0.346617354,39390400
5/7/1995,0.346617341,0.356866106,0.346617341,0.349412454,177060800
6/7/1995,0.350344151,0.350344151,0.341026228,0.346617325,184094400
7/7/1995,0.362457246,0.36711576,0.348480806,0.349412518,387116800
10/7/1995,0.362457246,0.371775146,0.358730419,0.362457246,297931200
11/7/1995,0.351275861,0.362457186,0.350810017,0.3559344,214692800
12/7/1995,0.350344151,0.357797778,0.343821366,0.352207552,283808000
13/7/1995,0.355002731,0.363388943,0.351275904,0.35313933,352329600
14/7/1995,0.363388866,0.365252267,0.350344142,0.353139256,277928000
17/7/1995,0.365252256,0.370842482,0.362457143,0.364320544,226161600
18/7/1995,0.358730286,0.369444894,0.355934328,0.365252225,254632000
19/7/1995,0.339162797,0.357797746,0.335435971,0.350344119,521035200
20/7/1995,0.350809962,0.353139231,0.33543597,0.342889621,331273600
21/7/1995,0.326118171,0.334504359,0.320527944,0.320527944,757881600
24/7/1995,0.338231176,0.339162889,0.326118163,0.327981563,214625600
25/7/1995,0.341026247,0.345685631,0.340094559,0.342889672,263524800
26/7/1995,0.338231176,0.344753116,0.338231176,0.344753116,171449600
27/7/1995,0.348946601,0.354070984,0.339162858,0.339162858,325180800
28/7/1995,0.339162797,0.35220752,0.335435971,0.348480694,260937600
31/7/1995,0.335436076,0.340094616,0.333572675,0.339162903,158524800
1/8/1995,0.324254721,0.334504308,0.324254721,0.334504308,210918400
2/8/1995,0.330776662,0.335436022,0.326118123,0.327049836,275128000
3/8/1995,0.335436076,0.340094616,0.327049889,0.328913289,213931200
4/8/1995,0.329844952,0.336367737,0.326118125,0.335436024,192315200
7/8/1995,0.323323071,0.332640972,0.321459645,0.328913299,193760000
8/8/1995,0.316800117,0.326118013,0.315868405,0.325186301,234595200
9/8/1995,0.321459532,0.32611807,0.316800173,0.317731885,369017600
10/8/1995,0.318663597,0.322391269,0.317731909,0.321459556,164024000
11/8/1995,0.320993781,0.321459625,0.312141725,0.319596224,206931200
14/8/1995,0.323323071,0.326118185,0.319596244,0.320527957,167406400
15/8/1995,0.328447342,0.328913186,0.321459535,0.327049785,317867200
16/8/1995,0.332613826,0.332613826,0.326074083,0.328876826,292633600
17/8/1995,0.333548903,0.340088646,0.329811056,0.333548903,246892800
18/8/1995,0.335417449,0.337285962,0.327008371,0.335417449,241158400
21/8/1995,0.329811007,0.339154339,0.329811007,0.33541734,271779200
22/8/1995,0.334483117,0.33728586,0.329811014,0.331679526,217044800
23/8/1995,0.340088576,0.342891319,0.333548835,0.335417322,253803200
24/8/1995,0.341957152,0.345694151,0.340088665,0.341022921,287929600
25/8/1995,0.334483117,0.342891345,0.333548861,0.342891345,134344000
28/8/1995,0.321402788,0.336351606,0.321402788,0.33541735,243040000
29/8/1995,0.322337091,0.323271347,0.317665012,0.32140286,317060800
30/8/1995,0.324205697,0.327008441,0.322337184,0.32327144,153473600
31/8/1995,0.321402788,0.325139787,0.321402788,0.324205531,87864000
1/9/1995,0.320935756,0.325139896,0.32046864,0.321402897,98380800
5/9/1995,0.32513988,0.32513988,0.31953352,0.32513988,179972800
6/9/1995,0.327008277,0.330161799,0.32513979,0.327942533,200760000
7/9/1995,0.334483117,0.338687231,0.327008271,0.328876758,262326400
8/9/1995,0.334483117,0.335417348,0.332613757,0.334483117,174776000
11/9/1995,0.33074531,0.340088643,0.33074531,0.335417388,172491200
12/9/1995,0.320935756,0.335417463,0.318599305,0.332613871,326256000
13/9/1995,0.316730857,0.324205706,0.313928113,0.320468706,322750400
14/9/1995,0.298979193,0.311125271,0.297110681,0.309256759,550558400
15/9/1995,0.26814732,0.298044992,0.265343727,0.27935832,1211963200
18/9/1995,0.2742199,0.275154132,0.268147273,0.271884273,621488000
19/9/1995,0.274686933,0.277489675,0.270015678,0.274686933,490022400
20/9/1995,0.273752809,0.279358321,0.272818577,0.278424065,321809600
21/9/1995,0.276555508,0.280292508,0.271884278,0.272818534,347334400
22/9/1995,0.27702263,0.278424002,0.271884259,0.275621258,398641600
25/9/1995,0.280409753,0.286015266,0.279358313,0.285898905,315212800
26/9/1995,0.279358149,0.28309597,0.277489637,0.282161739,250902400
27/9/1995,0.270950019,0.280292506,0.259738197,0.280292506,451236800
28/9/1995,0.282161862,0.283096093,0.272818527,0.272818527,331184000
29/9/1995,0.278423995,0.285898842,0.275621252,0.284030329,283416000
2/10/1995,0.281227678,0.287767423,0.280292573,0.282161934,392000000
3/10/1995,0.281227678,0.287767423,0.277489829,0.284964679,289822400
4/10/1995,0.271884263,0.276555493,0.269081519,0.27375275,266772800
5/10/1995,0.272818416,0.273752647,0.268147163,0.270949905,244070400
6/10/1995,0.266744971,0.276555418,0.266277856,0.274686932,309041600
9/10/1995,0.260205328,0.267212187,0.256935444,0.264409444,372568000
10/10/1995,0.259271055,0.261606683,0.251329093,0.256935428,400265600
11/10/1995,0.260672361,0.266277871,0.255066875,0.263475103,332875200
12/10/1995,0.263942212,0.264409327,0.259738098,0.261606585,162052800
13/10/1995,0.269081533,0.275621276,0.265343685,0.267212172,235188800
16/10/1995,0.270015687,0.276555428,0.2681472,0.270949943,182067200
17/10/1995,0.273752809,0.275621321,0.268147321,0.272818577,178617600
18/10/1995,0.279358149,0.295709183,0.274686895,0.276555381,512400000
19/10/1995,0.259738207,0.270015773,0.259738207,0.268147286,944899200
20/10/1995,0.262540877,0.263475108,0.258803878,0.263475108,386332800
23/10/1995,0.262540877,0.262540877,0.259738134,0.262540877,197803200
24/10/1995,0.262540877,0.26534362,0.260672365,0.26534362,213494400
25/10/1995,0.259738207,0.264409438,0.259738207,0.263475182,133302400
26/10/1995,0.260672361,0.261606617,0.257869618,0.260672361,125865600
27/10/1995,0.259738207,0.260672438,0.255066951,0.260672438,154212800
30/10/1995,0.26347509,0.26347509,0.258803861,0.260672348,175638400
31/10/1995,0.271417141,0.273752769,0.262540947,0.263475178,289217600
1/11/1995,0.273752809,0.277489809,0.265343729,0.273752809,193233600
2/11/1995,0.273752809,0.275621321,0.270950065,0.275621321,152756800
3/11/1995,0.272818416,0.275621159,0.268147163,0.274686903,179435200
6/11/1995,0.28496474,0.289635973,0.2718844,0.272818657,311774400
7/11/1995,0.296176493,0.302716238,0.280292564,0.282161925,736388800
8/11/1995,0.29057005,0.306453126,0.289635794,0.297110641,358825600
9/11/1995,0.294307917,0.298979173,0.29057007,0.297110661,260108800
10/11/1995,0.297110617,0.300847616,0.290570027,0.294307874,223115200
13/11/1995,0.305518866,0.308322457,0.298979124,0.300847611,317374400
14/11/1995,0.310191035,0.317665035,0.306453187,0.306453187,407276800
15/11/1995,0.306453109,0.313927955,0.299913367,0.313927955,248136000
16/11/1995,0.298512071,0.310191034,0.295242212,0.305518955,226228800
17/11/1995,0.299913287,0.301781799,0.297110545,0.298979056,128531200
20/11/1995,0.288701385,0.300847454,0.28776713,0.300847454,148456000
21/11/1995,0.28960076,0.290537901,0.28397779,0.290537901,191609600
22/11/1995,0.28960076,0.294286539,0.288663594,0.28960076,98806400
24/11/1995,0.301316351,0.302722088,0.290538146,0.291475313,109950400
27/11/1995,0.295224786,0.304596376,0.295224786,0.304596376,115875200
28/11/1995,0.299910575,0.300847717,0.29428675,0.295224768,176288000
29/11/1995,0.294286728,0.300847694,0.29241242,0.300847694,105268800
30/11/1995,0.285852522,0.292412642,0.284915355,0.291475474,174854400
1/12/1995,0.282103777,0.286789586,0.278354284,0.284915252,204209600
4/12/1995,0.29616186,0.300847642,0.292412369,0.300847642,480681600
5/12/1995,0.29616186,0.298973334,0.286789422,0.288663729,363596800
6/12/1995,0.290538102,0.298973402,0.287726628,0.298036235,201107200
7/12/1995,0.289132386,0.290538124,0.283978008,0.290538124,141926400
8/12/1995,0.295224786,0.295224786,0.283978011,0.290538127,141355200
11/12/1995,0.28960076,0.297098862,0.287726428,0.296161721,111652800
12/12/1995,0.28491509,0.289600896,0.28491509,0.289600896,177553600
13/12/1995,0.28772673,0.292412539,0.275542811,0.286789588,684902400
14/12/1995,0.286789566,0.295224843,0.284915233,0.29147535,333502400
15/12/1995,0.264295936,0.274605543,0.25773582,0.266170269,726880000
18/12/1995,0.241802409,0.264295931,0.238990935,0.263358789,666534400
19/12/1995,0.245551869,0.24930051,0.241802378,0.245551869,430864000
20/12/1995,0.244614631,0.252111909,0.24367749,0.251174743,365736000
21/12/1995,0.243677542,0.245551849,0.237116577,0.245551849,332875200
22/12/1995,0.241802409,0.246489067,0.240865268,0.244614735,234662400
26/12/1995,0.240396723,0.243677645,0.238053819,0.243677645,139507200
27/12/1995,0.242740422,0.250237704,0.238990931,0.240865264,268564800
28/12/1995,0.239928097,0.245551896,0.23899093,0.240865263,249995200
29/12/1995,0.238990873,0.242740364,0.237116566,0.239928039,304136000
2/1/1996,0.24086529,0.241802432,0.238053791,0.241802432,139294400
3/1/1996,0.24086529,0.24648909,0.238990957,0.239928124,429833600
4/1/1996,0.236648038,0.242740434,0.235242301,0.242740434,300182400
5/1/1996,0.256798714,0.256798714,0.235242331,0.237116664,445928000
8/1/1996,0.259610087,0.2661702,0.25492343,0.25867292,121340800
9/1/1996,0.245551869,0.259610115,0.245551869,0.259610115,251216000
10/1/1996,0.256798714,0.260547356,0.241802447,0.243677631,365433600
11/1/1996,0.262421608,0.262421608,0.242740413,0.244614721,756739200
12/1/1996,0.253986299,0.260547264,0.249300493,0.260547264,401856000
15/1/1996,0.255861461,0.258672935,0.250237663,0.253049136,363081600
16/1/1996,0.259141564,0.260547327,0.252112027,0.257735827,352912000
17/1/1996,0.254923582,0.257735908,0.253049274,0.257735908,236409600
18/1/1996,0.239459544,0.250237723,0.2277442,0.246489082,698387200
19/1/1996,0.223995566,0.23805379,0.220246925,0.232430841,829225600
22/1/1996,0.228681326,0.232430818,0.219309737,0.223058377,499744000
23/1/1996,0.23711665,0.254923515,0.232430842,0.253049207,988288000
24/1/1996,0.241802409,0.241802409,0.238053769,0.240865268,655894400
25/1/1996,0.226807013,0.239928094,0.225869847,0.238053761,445200000
26/1/1996,0.229619429,0.234305237,0.214623183,0.227744269,735750400
29/1/1996,0.218372583,0.223058391,0.215560258,0.217435442,332595200
30/1/1996,0.204782858,0.210874401,0.201385228,0.202439117,622843200
31/1/1996,0.207125828,0.209937302,0.205251507,0.208062982,328059200
1/2/1996,0.212748751,0.212748751,0.206188637,0.206188637,333043200
2/2/1996,0.219309792,0.222121267,0.215560299,0.216498317,555979200
5/2/1996,0.219309792,0.223058434,0.217435484,0.222589863,318729600
6/2/1996,0.222121164,0.224932638,0.21930969,0.21930969,226217600
7/2/1996,0.211811617,0.223058391,0.208062989,0.223058391,360326400
8/2/1996,0.209000126,0.210874446,0.206188639,0.206188639,263166400
9/2/1996,0.208063021,0.213685984,0.207125867,0.209000188,205688000
12/2/1996,0.212748751,0.213685917,0.209937277,0.210874443,194275200
13/2/1996,0.210874483,0.216498283,0.209000162,0.209937316,228502400
14/2/1996,0.207125828,0.21181161,0.205720078,0.21181161,163184000
15/2/1996,0.209937319,0.210874486,0.205251524,0.207125845,122080000
16/2/1996,0.206188723,0.212748841,0.206188723,0.210874532,156441600
20/2/1996,0.21743542,0.22118406,0.209937287,0.209937287,376913600
21/2/1996,0.222121164,0.22305833,0.218372524,0.220246857,221838400
22/2/1996,0.223995566,0.225869874,0.222121233,0.224932708,184184000
23/2/1996,0.223995566,0.226807041,0.222121233,0.223995566,173286400
26/2/1996,0.22118406,0.225869842,0.22118406,0.224932676,118283200
27/2/1996,0.214623094,0.223995533,0.213685927,0.223995533,149161600
28/2/1996,0.208063021,0.216498309,0.207125867,0.216498309,187913600
29/2/1996,0.206188723,0.208063044,0.204314402,0.206188723,112884800
1/3/1996,0.20150204,0.207125853,0.199627719,0.207125853,231134400
4/3/1996,0.196816251,0.205251539,0.196816251,0.204314372,187555200
5/3/1996,0.199627697,0.200564864,0.196816223,0.198690543,118440000
6/3/1996,0.196347654,0.201502032,0.195879083,0.200564878,99052800
7/3/1996,0.193536162,0.197753374,0.190256105,0.19681622,260064000
8/3/1996,0.194941863,0.196816183,0.187443745,0.193067543,149004800
11/3/1996,0.194004729,0.197753357,0.193067563,0.196816204,127008000
12/3/1996,0.193536162,0.197753374,0.192130425,0.1949419,96152000
13/3/1996,0.193067595,0.195879082,0.192130441,0.194004762,99680000
14/3/1996,0.192130402,0.194004722,0.191193235,0.194004722,93363200
15/3/1996,0.194004729,0.194941883,0.191193243,0.194941883,101382400
18/3/1996,0.195879072,0.195879072,0.193067585,0.194473322,109132800
19/3/1996,0.193067595,0.198690557,0.192130441,0.197753391,124364800
20/3/1996,0.189318061,0.193067539,0.188380895,0.193067539,115987200
21/3/1996,0.188380927,0.191193252,0.187443773,0.191193252,109984000
22/3/1996,0.190256104,0.190256104,0.186506612,0.189318099,107564800
25/3/1996,0.179946512,0.193067594,0.179946512,0.191193274,164371200
26/3/1996,0.179009333,0.183695128,0.177135013,0.179946487,160798400
27/3/1996,0.189318061,0.189318061,0.172448342,0.174322662,429296000
28/3/1996,0.181352228,0.192130418,0.180883657,0.185569452,295892800
29/3/1996,0.184163734,0.185569472,0.178072189,0.181820831,166521600
1/4/1996,0.191193268,0.194004755,0.183812709,0.188380942,158636800
2/4/1996,0.187443718,0.192130362,0.186506552,0.192130362,101438400
3/4/1996,0.184163734,0.188380946,0.182406137,0.188380946,72240000
4/4/1996,0.180883691,0.18463232,0.179946524,0.18463232,86049600
8/4/1996,0.182757989,0.183695143,0.178072181,0.179009348,168828800
9/4/1996,0.194941863,0.198690504,0.182757951,0.186506578,235076800
10/4/1996,0.194941863,0.198690504,0.19400471,0.19587903,174764800
11/4/1996,0.193067595,0.196816237,0.191193275,0.195879082,98268800
12/4/1996,0.191193268,0.194004755,0.190256114,0.194004755,81435200
15/4/1996,0.193067595,0.193067595,0.187443795,0.191193275,154078400
16/4/1996,0.194004729,0.194941883,0.192130409,0.194004729,101416000
17/4/1996,0.189318061,0.194941859,0.188380895,0.194004706,85411200
18/4/1996,0.18556951,0.19037288,0.181820868,0.190256157,217246400
19/4/1996,0.187912345,0.188380916,0.184632275,0.184632275,101796800
22/4/1996,0.188380927,0.191193252,0.186506606,0.189318093,111115200
23/4/1996,0.18556951,0.189318152,0.184632343,0.188380985,169948800
24/4/1996,0.181820825,0.185569466,0.181352241,0.184632299,128340800
25/4/1996,0.186506629,0.186506629,0.18088368,0.182758,174406400
26/4/1996,0.18556951,0.188380985,0.184632343,0.187443831,188865600
29/4/1996,0.18556951,0.187443831,0.183695189,0.187443831,121049600
30/4/1996,0.182757989,0.186506617,0.180883668,0.186506617,136662400
1/5/1996,0.182757989,0.185569463,0.180883668,0.182757989,112705600
2/5/1996,0.178072125,0.183695084,0.176196966,0.183695084,188305600
3/5/1996,0.179009333,0.180883654,0.176197008,0.180883654,108460800
6/5/1996,0.192130402,0.194004722,0.185569436,0.18650659,289486400
7/5/1996,0.20150204,0.205251532,0.196816245,0.197753399,353539200
8/5/1996,0.200564846,0.204314325,0.192130411,0.204314325,186793600
9/5/1996,0.195879072,0.198690546,0.193067585,0.19775338,98078400
10/5/1996,0.204314306,0.205251473,0.194941867,0.196816188,110588800
13/5/1996,0.202907726,0.207125788,0.199627657,0.203377148,187017600
14/5/1996,0.206188723,0.209937365,0.206188723,0.208063044,197624000
15/5/1996,0.213685915,0.21649824,0.208062954,0.209000121,292364800
16/5/1996,0.212748751,0.214623084,0.209000123,0.211811585,130076800
17/5/1996,0.207125828,0.212748776,0.206188661,0.212748776,123300800
20/5/1996,0.209468722,0.210874472,0.207125831,0.209000152,84515200
21/5/1996,0.203377202,0.210874484,0.203377202,0.209937318,114385600
22/5/1996,0.195410445,0.205251467,0.193067542,0.205251467,201880000
23/5/1996,0.196816251,0.199627725,0.193067609,0.195879097,124051200
24/5/1996,0.200564846,0.201502,0.195879052,0.196816206,113243200
28/5/1996,0.197753355,0.20431432,0.197753355,0.200564842,101852800
29/5/1996,0.186506629,0.196816237,0.185569475,0.196816237,219520000
30/5/1996,0.191193268,0.193067588,0.185569468,0.186506622,103465600
31/5/1996,0.195879072,0.1996277,0.191193265,0.192130431,162646400
3/6/1996,0.18556951,0.194941953,0.18556951,0.194004799,125462400
4/6/1996,0.181352228,0.182757978,0.179009337,0.179946491,762238400
5/6/1996,0.188380927,0.191193252,0.181820812,0.190256098,510104000
6/6/1996,0.181820825,0.189318107,0.180883671,0.187443786,362096000
7/6/1996,0.182757989,0.182757989,0.176197022,0.179946502,267769600
10/6/1996,0.180883691,0.183695166,0.179946524,0.182758011,106366400
11/6/1996,0.179946512,0.181820833,0.179946512,0.181820833,153059200
12/6/1996,0.181820825,0.183695145,0.179946504,0.183695145,151916800
13/6/1996,0.184632257,0.186858436,0.179946463,0.182757949,191419200
14/6/1996,0.17947793,0.185569475,0.179009359,0.185569475,144961600
17/6/1996,0.177135065,0.180883707,0.177135065,0.180883707,112929600
18/6/1996,0.170574039,0.178072158,0.169636885,0.177135005,223227200
19/6/1996,0.173385546,0.175259866,0.169636917,0.173385546,134467200
20/6/1996,0.170574039,0.175259834,0.168699719,0.175259834,147089600
21/6/1996,0.16963689,0.171511198,0.16776257,0.171511198,161851200
24/6/1996,0.166825414,0.169636901,0.16588826,0.169636901,122763200
25/6/1996,0.154641509,0.166825425,0.152767189,0.165888271,246960000
26/6/1996,0.149017692,0.155578658,0.147143371,0.154641504,404331200
27/6/1996,0.154641509,0.157452984,0.148080543,0.149954863,229241600
28/6/1996,0.157452971,0.157452971,0.154641496,0.156515817,115684800
1/7/1996,0.161201522,0.161201522,0.157452883,0.158390037,131980800
2/7/1996,0.157452971,0.161201611,0.157452971,0.160264445,89006400
3/7/1996,0.145269051,0.152767184,0.145269051,0.152767184,288612800
5/7/1996,0.14620626,0.148080581,0.144331939,0.145269093,106153600
8/7/1996,0.143394783,0.149017734,0.142457616,0.147143413,188910400
9/7/1996,0.142457545,0.147143339,0.142457545,0.146206185,187824000
10/7/1996,0.140583277,0.146206239,0.140583277,0.143394764,169388800
11/7/1996,0.13402231,0.141520444,0.130273681,0.140583278,291155200
12/7/1996,0.135428056,0.137771798,0.129336511,0.137771798,268990400
15/7/1996,0.128867894,0.135896592,0.128399324,0.135896592,133224000
16/7/1996,0.12652503,0.130273671,0.119964063,0.130273671,289217600
17/7/1996,0.12652503,0.131210825,0.124650709,0.130273671,233598400
18/7/1996,0.156515837,0.163075953,0.152649621,0.161201632,897052800
19/7/1996,0.155578688,0.157453009,0.155578688,0.156515854,265977600
22/7/1996,0.151829958,0.156515764,0.1499548,0.156515764,152208000
23/7/1996,0.153704301,0.154641467,0.151829981,0.153704301,130121600
24/7/1996,0.15604724,0.157452977,0.149017691,0.149954857,264073600
25/7/1996,0.157452971,0.160264445,0.15557865,0.158390125,114430400
26/7/1996,0.164951071,0.164951071,0.158390106,0.161201592,123681600
29/7/1996,0.166825414,0.168699734,0.163075935,0.164951093,195697600
